rowNumber,customerId,surname,creditScore,geography,gender,age,tenure,balance,numOfProducts,hasCrCard,isActiveMember,estimatedSalary,exited,Latitude,Longitude
6886,15606849,Blackall,698,France,Female,27,1,94920.71,1,1,1,40339.9,0,47.29410591,3.517411562
6887,15670738,Mazzanti,733,Germany,Male,45,2,113939.36,2,1,0,3218.71,0,53.32592168,12.11417152
6888,15662641,Amadi,850,France,Male,19,8,0,1,1,1,68569.89,0,48.41337457,5.214319516
6889,15727539,Schoenheimer,618,France,Female,31,4,0,2,1,0,29176.04,0,48.6876088,2.891832204
6890,15651020,Fiorentino,473,France,Female,25,6,110666.42,2,0,0,46758.42,0,50.76513259,3.489052941
6891,15673877,Murray,490,France,Male,39,1,0,3,1,0,171060.01,1,48.90961753,5.188827488
6892,15760865,Fan,754,Germany,Female,48,7,141819.02,1,1,0,93550.53,1,51.9293,11.81711919
6893,15705009,Cartwright,649,France,Female,56,8,156974.26,1,1,0,89405.26,1,48.98728762,2.374203849
6894,15657540,Cremonesi,578,France,Male,50,5,151215.34,2,1,0,169804.4,0,47.82192944,4.148325713
6895,15707441,White,690,Spain,Male,26,8,116318.23,1,1,1,83253.05,0,40.12518446,-0.621427351
6896,15694765,Sabbatini,610,Germany,Male,49,6,113882.33,1,1,0,195813.81,1,52.38720528,14.31492748
6897,15649086,Patterson,596,France,Male,42,7,0,2,1,1,121568.37,0,47.43361296,5.448892608
6898,15650488,Bromley,492,France,Female,48,6,127253.98,1,1,1,92144.09,1,48.52505282,4.355864623
6899,15760924,Doherty,575,Spain,Male,41,2,100062.39,1,0,0,126307.25,0,43.54838699,-1.313920019
6900,15700263,Ifeatu,569,France,Male,66,2,0,1,1,0,130784.2,1,47.98714214,2.679799197
6901,15806922,Bergamaschi,674,Spain,Female,41,4,126605.14,1,1,1,166694.93,0,41.82733661,-1.878630275
6902,15637522,Shubina,507,France,Female,31,0,106942.08,1,0,1,44001.11,0,45.22572125,2.540449937
6903,15636548,Lung,457,Spain,Male,44,7,0,2,0,0,185992.36,0,41.63514143,-1.783455774
6904,15566891,Kinder,584,Germany,Female,41,3,88594.93,1,1,0,178997.89,0,53.88181971,11.77654299
6905,15627185,Terry,744,Germany,Male,29,6,123737.04,2,1,0,141558.04,0,52.15037041,11.23921476
6906,15754012,Shepherdson,687,France,Female,35,1,110752.15,2,1,1,47921.22,0,48.95223691,3.730326344
6907,15627514,Short,688,Spain,Female,46,3,0,2,0,1,104902.68,0,40.95743703,-0.643647919
6908,15661433,Zetticci,519,France,Male,34,5,0,1,1,0,68479.6,0,49.13704679,3.527092951
6909,15610653,Belov,733,Spain,Female,38,5,0,2,1,1,1271.51,0,42.18290622,-2.029744241
6910,15667002,Knight,666,Spain,Male,43,5,0,2,1,0,29346.1,0,42.35123677,-2.006129506
6911,15709199,Burson,511,Spain,Female,40,1,0,1,1,1,184118.73,0,41.37694365,-3.083444239
6912,15710087,Nicholls,705,Germany,Female,54,3,125889.3,3,1,0,96013.5,1,52.67131757,11.44460623
6913,15679884,Hs?eh,544,France,Male,48,10,78314.63,3,1,1,103713.93,1,47.39414997,3.29391105
6914,15784180,Ku,564,France,Female,36,7,206329.65,1,1,1,46632.87,1,46.67544131,2.669955214
6915,15808849,T'ien,702,France,Male,40,7,145536.9,1,0,1,135334.24,0,47.34643102,3.158050364
6916,15751549,H?,658,Germany,Male,31,2,77082.65,2,0,0,13482.28,0,53.01085036,12.86267708
6917,15588235,Vasilieva,654,France,Female,24,8,145081.73,1,1,1,130075.07,0,48.13636491,4.274513857
6918,15640418,Omeokachie,649,Germany,Female,41,4,115897.73,1,1,0,143544.48,0,53.44973671,11.08931599
6919,15721116,Napolitano,597,Spain,Male,24,0,108058.07,2,1,1,187826.11,0,42.91713718,-0.217767638
6920,15599084,Hopwood,782,France,Male,33,7,191523.09,1,1,1,167058.75,0,48.06313599,2.474210584
6921,15773394,Bergamaschi,644,France,Male,38,3,0,2,1,1,79928.41,0,47.75945616,3.419338988
6922,15625713,Lindeman,679,Spain,Female,39,7,91187.9,1,0,1,6075.36,0,42.33081192,0.458889654
6923,15766417,McKinley,678,France,Female,60,2,0,2,1,1,43821.56,0,48.23538881,5.323703721
6924,15622578,Sergeyev,806,France,Male,34,5,113958.55,1,0,1,32125.98,0,51.15519613,3.797925848
6925,15799924,Sanchez,668,Spain,Male,43,1,147167.25,1,0,0,141679.73,0,43.22466823,-2.501561669
6926,15618363,Muomelu,659,Germany,Male,29,9,82916.48,1,1,1,84133.48,0,53.7091846,14.11530466
6927,15637138,Murray,660,France,Male,34,1,0,2,1,0,9692.58,0,48.61965314,4.365566571
6928,15781665,Ibekwe,601,France,Female,37,5,0,1,0,0,20708.6,0,47.99789809,3.279193003
6929,15804853,McVey,781,France,Female,48,0,57098.96,1,1,0,85644.06,1,47.31268727,3.11407864
6930,15651627,White,628,Germany,Male,39,1,115341.19,1,1,1,107674.3,1,53.01197377,10.02224546
6931,15680685,Patterson,751,France,Male,30,3,165257.2,1,0,0,134822.05,0,48.40727167,5.359313459
6932,15808930,Mai,531,France,Female,37,1,0,1,1,0,4606.97,0,48.4762363,3.244741969
6933,15570970,Han,647,France,Female,42,9,0,2,1,1,51362.82,0,48.11889772,4.540734975
6934,15679961,Davidson,708,Spain,Male,46,7,68799.72,1,1,1,39704.14,0,42.42077678,-2.512114602
6935,15705458,Parkin,550,Spain,Male,39,2,116120.19,2,1,1,195638.13,0,41.90394186,-3.622452392
6936,15750396,McKissick,670,France,Male,33,1,0,2,1,1,86413.11,0,45.84738343,3.148926031
6937,15679928,Horsfall,592,France,Female,31,2,84102.11,2,0,1,116385.24,0,47.60173636,4.775882654
6938,15711181,Clapp,589,France,Female,50,4,0,2,0,1,182076.97,0,47.43222721,2.611040378
6939,15698324,Azikiwe,725,France,Female,33,4,0,1,1,1,67879.8,0,46.92934055,3.33758428
6940,15807433,Zubarev,570,France,Female,43,9,0,2,0,1,11417.26,0,48.69489034,4.038914534
6941,15636590,Pisano,575,France,Male,46,1,0,2,1,1,65998.26,0,49.50412147,3.10853132
6942,15628950,Coates,501,Germany,Male,25,6,104013.79,1,1,0,114774.35,0,53.78033931,13.11187512
6943,15617206,Trentino,431,Germany,Male,42,8,120822.86,2,1,0,126153.24,0,53.50811677,12.0263438
6944,15603741,MacDonnell,719,Spain,Male,40,4,128389.12,1,1,1,176091.31,0,41.58884853,-0.291187021
6945,15742607,Ermakov,850,Germany,Male,36,7,102800.72,1,1,1,87352.43,0,52.06013359,12.38295226
6946,15747821,K?,554,Germany,Female,31,6,135470.9,1,1,0,107074.81,0,54.88170617,14.34571672
6947,15612043,Hammonds,418,France,Male,36,7,90145.04,1,1,1,69157.93,0,47.22926252,5.779326874
6948,15809558,Peppin,715,Spain,Male,31,7,0,1,1,1,149970.59,0,44.03332437,-2.223698339
6949,15803750,Ball,750,Spain,Female,33,3,161801.47,1,0,1,153288.97,1,42.20126316,-0.988570306
6950,15704681,Yeh,766,Germany,Male,37,2,99660.13,2,0,1,147700.78,0,52.13377998,11.77742767
6951,15667392,L?,652,Spain,Female,38,6,123081.84,2,1,1,188657.97,0,43.04349282,-0.697409337
6952,15738889,Shih,658,France,Male,42,8,102870.93,1,0,1,103764.55,1,49.17154471,1.658403655
6953,15598838,Greco,659,France,Female,37,1,151105.68,1,1,1,140934.57,0,46.91710251,4.088338992
6954,15579109,Napolitano,574,Germany,Male,35,5,163856.76,1,1,1,15118.2,0,50.89410119,12.14584014
6955,15799042,Zaytseva,611,France,Male,38,7,0,1,1,1,63202,0,48.24200492,4.562785915
6956,15697042,Genovesi,738,Spain,Male,35,8,127290.61,1,1,0,16081.62,0,42.2982149,-0.913114873
6957,15696605,Angelo,571,France,Male,49,4,180614.04,1,0,0,523,0,47.1954039,4.701983363
6958,15802274,Waters,686,France,Female,44,7,55053.62,1,1,0,181757.19,0,47.14123357,4.413625781
6959,15596808,Maclean,679,Spain,Male,33,4,96110.22,1,1,0,1173.23,0,43.27770516,-1.396700647
6960,15705403,Seleznyova,617,Spain,Female,46,3,106521.49,1,0,1,86587.37,0,43.40394575,-1.339175677
6961,15732903,Fontenot,673,France,Male,39,7,82255.51,2,1,0,109545.56,0,49.1059397,3.194424643
6962,15581968,Reid,745,France,Female,33,1,0,2,1,1,174431.01,0,48.25766568,4.724075275
6963,15683892,Fraser,677,Germany,Female,26,3,102395.79,1,1,0,119368.99,0,53.96994804,13.53417482
6964,15595447,Tuan,613,Spain,Male,39,8,118201.41,1,1,0,23315.59,0,42.06024772,-3.231848712
6965,15569249,Howarth,576,France,Female,55,6,44582.07,3,0,1,67539.85,1,48.47952358,4.171169057
6966,15656188,Davis,584,Spain,Female,30,5,0,2,1,1,185201.58,0,41.89308244,-0.829422321
6967,15689661,Gorbunov,663,France,Male,22,6,0,2,0,1,131827.15,0,49.08030427,4.89452736
6968,15644934,Gentry,466,France,Male,26,9,105522.06,1,1,0,10842.46,0,49.69069023,6.582300993
6969,15721793,Chiu,510,Germany,Female,50,7,123936.54,1,1,1,23768.01,0,53.77745541,11.65378573
6970,15687413,Sunderland,619,Spain,Female,38,6,0,2,1,1,117616.29,0,40.48165141,-0.750029747
6971,15761286,Fan,696,Germany,Female,66,7,119499.42,2,1,1,174027.3,0,53.44937996,12.91283869
6972,15658240,Parry,554,France,Female,44,9,135814.7,2,0,0,115091.38,0,47.56153101,4.724435326
6973,15706232,Niu,595,France,Male,52,9,0,1,1,1,106340.66,1,50.03882158,3.560627535
6974,15583394,Zuyev,659,Germany,Male,39,8,106259.63,2,1,1,198103.32,0,52.47418193,11.66636632
6975,15715643,Ijendu,662,France,Male,44,8,0,2,1,1,175314.87,0,49.15909147,3.698259738
6976,15644856,Bird,556,Spain,Male,38,2,115463.16,1,1,0,150679.65,0,43.3188465,-1.013081899
6977,15785488,Palmer,701,Spain,Female,39,9,0,2,1,1,110043.88,0,44.16586256,-3.308620495
6978,15711571,Y?,587,Spain,Male,42,5,120233.83,1,1,0,194890.33,0,40.44309582,-3.108626274
6979,15778604,Nicholson,571,France,Female,47,7,0,2,0,0,112366.98,0,47.97182548,3.846377991
6980,15751180,Adams,539,France,Female,40,7,81132.21,1,1,0,167289.82,0,47.52368881,4.597276445
6981,15748360,Cocci,644,Germany,Female,34,10,122196.99,2,1,1,182099.71,0,53.02355881,10.85321948
6982,15770039,Kuo,572,Germany,Male,39,4,112290.22,1,1,0,49373.97,1,54.51228661,12.34980479
6983,15685096,Trevisani,753,France,Female,50,4,0,2,1,1,861.4,0,45.90898354,4.382221648
6984,15669501,Kuo,706,France,Male,35,5,0,2,1,1,81718.37,0,50.0409959,3.889316896
6985,15622631,H?,588,France,Male,44,8,154409.74,1,1,0,49324.03,1,47.25842177,4.11541951
6986,15586699,Thomson,825,France,Male,32,9,0,2,0,0,9751.03,0,49.72966057,3.24949158
6987,15702377,Knorr,627,Spain,Male,48,1,132759.8,1,1,0,78899.22,0,43.04692145,-1.895429735
6988,15577170,Manfrin,532,France,Male,60,5,76705.87,2,0,1,13889.73,0,47.04125257,3.667203325
6989,15769451,Hayes,764,France,Female,44,1,0,2,1,1,11467.38,0,47.07987784,4.51120463
6990,15811877,Shao,700,France,Female,36,4,0,2,1,0,130789.15,0,47.04857273,2.900895359
6991,15648725,Sinclair,660,France,Male,41,3,0,2,1,1,108665.89,0,49.1226709,2.61071062
6992,15752801,Bradshaw,518,Germany,Male,29,9,125961.74,2,1,0,160303.08,1,51.18926242,11.14323584
6993,15808175,Castiglione,557,France,Female,39,7,49572.73,1,1,0,115287.99,1,47.95713286,4.487437
6994,15681342,Hurst,639,France,Female,35,1,103015.12,2,1,1,139094.12,0,50.13564463,5.144920923
6995,15589210,Adamson,557,France,Female,24,4,0,1,0,0,20515.72,0,49.92808972,4.09645026
6996,15696826,James,633,France,Female,32,1,104001.38,1,0,1,36642.65,0,49.04475211,3.584613807
6997,15614962,Pavlova,623,Spain,Female,50,2,87116.71,1,1,1,104382.11,0,42.03954422,-2.000134714
6998,15689061,Davey,611,France,Male,68,5,82547.11,2,1,1,146448.01,0,49.0996721,3.172333186
6999,15640074,Barrett,666,Spain,Female,47,5,0,1,0,0,166650.9,1,42.575391,-2.446053519
7000,15776156,Dolgorukova,521,France,Male,27,4,121325.84,1,1,1,164223.7,1,49.26291849,3.198058484
7001,15739548,Johnson,775,France,Male,28,9,111167.7,1,1,0,149331.01,0,50.57484989,4.821399093
7002,15662854,Manna,681,Germany,Male,48,5,139714.4,2,0,0,73066.72,0,52.13339871,11.13988558
7003,15687688,Hou,564,Germany,Female,32,10,139875.2,2,1,0,15378.23,0,53.57570334,13.37770583
7004,15715750,Okeke,646,Germany,Female,44,2,113063.83,1,0,0,53072.49,1,53.9618477,10.82810888
7005,15571121,Kodilinyechukwu,670,France,Female,50,8,138340.06,1,0,1,3159.15,0,49.51037196,3.80187271
7006,15726466,Esposito,751,France,Male,43,1,114974.24,1,1,0,125920.54,0,47.73089184,6.220542873
7007,15660390,Boyle,544,France,Female,33,6,0,2,1,1,124113.04,0,48.12930206,4.651188129
7008,15663942,Hsiung,639,France,Female,38,5,0,2,0,0,93716.38,0,47.15957243,2.685506879
7009,15638610,Kennedy,635,Germany,Female,65,5,117325.54,1,1,0,155799.86,1,50.55236321,13.14114707
7010,15644446,Norton,672,France,Female,28,6,0,1,0,1,8814.69,0,47.64236655,4.590427492
7011,15585892,Zakharov,639,France,Female,35,8,0,1,0,0,164453.98,0,48.00863648,4.353270908
7012,15609356,Chimaraoke,697,France,Female,25,1,0,2,0,0,87803.32,0,49.05131329,2.686547955
7013,15803378,Small,850,Spain,Male,44,8,0,2,1,1,183617.32,0,40.5498166,-1.050564879
7014,15599440,McGregor,748,France,Female,34,8,0,2,1,0,53584.03,0,50.03902818,4.002057858
7015,15692408,Brown,463,Spain,Female,35,2,0,2,1,1,1950.93,0,42.05835581,-3.51364627
7016,15683168,Frederickson,572,France,Female,30,6,0,1,0,1,175025.27,0,47.59395289,3.149056932
7017,15790254,Wood,741,Spain,Male,50,1,78737.61,1,1,1,13018.96,0,41.50275673,-1.150484283
7018,15767729,Smith,646,Spain,Male,25,5,182876.88,2,1,1,42537.59,1,42.54834388,-0.1153415
7019,15768600,Harris,805,Germany,Male,50,9,130023.38,1,1,0,62989.82,1,52.10924007,12.29369273
7020,15699839,Hall,637,France,Male,36,2,152606.82,1,1,1,71692.8,0,46.67266288,3.666577556
7021,15786237,Pickworth,651,France,Male,28,7,0,2,1,0,823.96,0,48.14409892,4.213642038
7022,15694530,Porter,672,France,Male,28,4,167268.98,1,1,1,169469.3,0,47.80106565,6.16469293
7023,15796813,Storey,493,France,Male,54,3,167831.88,2,1,0,150159.95,1,48.26897372,4.994214762
7024,15605791,Li,524,Germany,Male,29,9,144287.6,2,1,0,32063.3,0,52.8702112,12.02388011
7025,15714087,McGill,624,Germany,Female,45,5,151855.33,1,1,0,68794.15,0,53.66443243,11.24586815
7026,15711446,Sinclair,569,Spain,Female,51,3,0,3,1,0,75084.96,1,43.02454371,-0.267887493
7027,15588123,Horton,677,France,Female,27,2,0,2,0,1,114685.92,0,48.04873788,4.104351011
7028,15748552,Sal,464,Germany,Male,37,4,155994.15,1,0,0,143665.44,0,54.19310599,13.47399734
7029,15618410,Murray,718,Germany,Male,26,7,147527.03,1,0,0,51099.56,0,51.26200994,12.06066749
7030,15672432,Giles,594,France,Female,53,4,0,1,1,0,5408.74,1,49.64941464,4.399162363
7031,15610042,Brown,574,France,Male,33,8,100267.03,1,1,0,103006.27,0,45.74612148,6.905516781
7032,15580914,Okechukwu,478,Spain,Male,48,0,83287.05,2,0,1,44147.95,1,41.89685106,-0.339373962
7033,15583680,White,615,Spain,Male,41,4,0,1,0,1,149278.96,0,41.81186153,-2.199734219
7034,15813718,Kirillova,651,Spain,Male,45,4,0,2,0,0,193009.21,0,44.58548744,-2.340862345
7035,15767264,Lawson,465,Germany,Male,53,1,117438.17,1,0,0,74898.8,1,51.53559869,12.03224191
7036,15686461,Sarratt,558,France,Female,56,7,121235.05,2,1,1,116253.1,0,47.31830203,3.977780871
7037,15678882,Hay,540,Germany,Male,37,3,129965.18,1,0,0,19374.08,0,53.29725457,13.36890846
7038,15789611,Lin,568,Germany,Male,46,8,150836.92,1,0,0,64516.8,1,50.53315673,12.14356038
7039,15668679,Ozerova,630,France,Male,31,0,0,2,1,1,34475.14,0,47.50235371,4.008651861
7040,15631685,Lambert,523,Germany,Male,60,1,163894.35,1,0,1,57061.71,0,51.12312056,11.44375605
7041,15655658,Bulgakov,678,France,Female,48,2,0,2,1,1,32301.88,0,46.34764862,4.913912289
7042,15753591,He,438,France,Male,38,2,0,2,1,0,136859.55,0,49.19273531,2.316831195
7043,15617348,Uchechukwu,544,France,Male,44,1,0,2,0,0,69244.24,0,47.52575437,3.568698077
7044,15704581,Robertson,595,Germany,Male,34,2,87967.42,2,0,1,156309.52,0,52.75445296,12.24342925
7045,15738487,Leworthy,678,France,Male,26,3,0,2,1,0,4989.33,0,46.62835477,3.469207005
7046,15648069,Onyemachukwu,850,France,Female,36,6,0,2,1,1,190194.95,0,47.56154899,1.166877106
7047,15737627,Rivero,589,Germany,Female,20,2,121093.29,2,1,0,3529.72,0,54.57677177,13.23900566
7048,15731586,Lai,785,Spain,Female,31,2,121691.54,2,0,0,81778.72,0,43.92216199,-1.979671689
7049,15757467,Feng,563,Spain,Male,57,6,0,2,1,1,39297.48,0,41.4491074,-2.269650065
7050,15597709,Hornung,602,France,Female,39,6,154121.32,2,1,0,176614.86,1,50.82908341,1.337902505
7051,15720529,Schiavone,591,France,Male,29,6,0,2,1,1,108684.65,0,49.23815807,4.627311394
7052,15596797,Barnet,643,Spain,Male,43,1,0,2,1,1,145764.4,0,42.4244932,-2.650524509
7053,15681755,Dennys,605,France,Female,32,5,0,2,1,1,42135.28,0,48.15696869,1.975140565
7054,15815271,Ritchie,755,Germany,Male,43,6,165048.5,3,1,0,16929.41,1,51.75550094,12.37091477
7055,15682860,Lo,769,Spain,Male,38,6,0,2,0,0,104393.78,0,40.33738533,-1.729710856
7056,15621546,Yuriev,620,France,Female,33,9,127638.35,1,1,1,192717.57,0,47.34082437,3.780034011
7057,15705918,Howarth,725,France,Male,31,8,0,2,1,1,59650.42,0,48.07392064,6.59157226
7058,15684512,Gibson,818,Germany,Female,72,8,135290.42,2,1,1,63729.72,0,54.36845041,12.27832413
7059,15671769,Zikoranachidimma,624,France,Female,71,4,170252.05,3,1,1,73679.59,1,47.07227781,5.116422076
7060,15642934,Mason,669,Germany,Female,35,4,108269.2,2,1,0,174969.92,0,51.55819557,11.20154132
7061,15594305,Rizzo,712,France,Female,32,1,0,2,1,0,1703.58,0,47.1467365,3.369246751
7062,15789201,Thomson,603,Germany,Female,35,9,145623.36,1,1,0,163181.62,0,51.62884602,11.68806844
7063,15706762,Ignatyev,597,France,Female,41,4,145809.53,2,1,1,52319.26,0,49.04331169,4.634946903
7064,15766183,Ferguson,580,Germany,Male,76,2,130334.84,2,1,1,51672.08,0,53.42307707,12.90005095
7065,15777994,Woods,718,France,Female,39,3,0,2,1,1,145355.11,0,49.76409456,2.950693754
7066,15568162,Sung,527,Spain,Male,53,8,0,1,1,1,51711.57,0,41.4563767,-0.509656665
7067,15680643,Lo,729,Spain,Female,42,1,0,2,1,1,149535.97,0,44.57992971,-2.830632462
7068,15761854,Burn,746,France,Female,24,4,0,1,0,1,94105,0,47.79674808,4.975814002
7069,15730793,Russell,699,Germany,Female,54,3,111009.32,1,1,1,155905.79,1,55.32132424,14.47713052
7070,15692137,Jen,759,France,Female,46,2,0,1,1,1,138380.11,0,49.50370113,5.658160604
7071,15608595,Lo Duca,748,France,Female,39,3,157371.54,1,0,1,97734.3,0,48.06721443,3.74160059
7072,15709459,Oluchi,698,Spain,Female,63,5,0,1,1,1,173576.71,0,40.93357604,-0.129678921
7073,15775750,Yao,686,France,Male,37,9,134560.62,1,1,0,27596.39,0,48.2653446,5.594338101
7074,15585855,Gould,679,France,Male,40,1,0,1,1,1,16897.19,0,46.18416438,4.508023671
7075,15752139,Salter,682,Germany,Male,36,5,72373.62,2,1,0,36895.99,0,53.21336691,11.92851203
7076,15768295,Warner,778,France,Female,34,7,109564.1,1,0,1,113046.81,0,49.99207064,2.377003959
7077,15766906,Salier,742,France,Female,25,4,132116.13,2,1,0,129933.5,0,48.36954224,5.934934854
7078,15725776,Lazar,649,Germany,Male,24,7,101195.23,1,0,0,133091.32,0,50.41612999,12.50177938
7079,15682576,Onyenachiya,763,France,Male,67,1,149436.73,2,0,1,106282.74,0,46.7239156,4.020541297
7080,15704081,Findlay,595,Germany,Male,30,9,130682.11,2,1,1,57862.88,0,51.6079882,12.14244339
7081,15719940,Gibbons,628,Germany,Female,51,10,115280.49,2,0,0,12628.61,1,53.08438393,12.22534998
7082,15672894,McCawley,625,France,Female,36,8,129944.39,2,0,0,198914.8,0,48.8608957,2.797822754
7083,15667451,Taylor,733,France,Male,36,5,0,2,1,1,109127.54,0,47.77520437,3.350380036
7084,15636767,Yang,665,Spain,Female,32,10,0,1,1,1,22487.45,0,41.92629735,-2.544664588
7085,15571415,Okwudiliolisa,805,Germany,Male,56,6,151802.29,1,1,0,46791.09,1,52.9075489,12.72901471
7086,15575605,Napolitano,725,France,Male,38,6,0,2,1,1,158697.28,0,49.19080876,4.414081112
7087,15649160,Vavilov,554,France,Female,38,3,138731.95,1,1,1,194138.36,0,49.13447567,2.578855598
7088,15615832,Teague,675,Spain,Female,35,8,155621.08,1,0,1,35177.31,0,41.02394621,0.202372736
7089,15600975,Chiemenam,556,France,Female,54,4,150005.38,1,1,0,157015.5,1,47.16036706,4.557642778
7090,15690772,Hughes,635,Spain,Female,48,2,0,2,1,1,136551.25,0,42.45950389,-1.169699578
7091,15565714,Cattaneo,601,France,Male,47,1,64430.06,2,0,1,96517.97,0,49.40830539,3.757887832
7092,15763108,Davis,600,Germany,Male,53,7,106261.63,1,1,0,93629.66,1,52.67247144,11.76865112
7093,15723884,Nekrasova,758,Spain,Male,40,3,0,2,0,0,96097.65,0,41.95639339,-2.166342582
7094,15644453,Loggia,606,Germany,Female,41,4,132670.53,1,1,0,156476.36,1,55.56657593,13.92269247
7095,15655464,Combes,640,France,Female,67,3,0,1,0,1,42964.63,0,46.06664581,3.660088165
7096,15783883,Onwuka,753,Germany,Female,38,1,117314.92,1,1,0,122021.33,1,53.7722544,11.96975408
7097,15787693,Kharlamov,559,Spain,Male,38,3,145874.35,1,1,0,56311.39,1,43.31704742,-0.398642871
7098,15664793,Scott,754,Spain,Female,50,7,146777.44,2,0,1,150685.52,0,43.42986648,-1.38367335
7099,15642391,Lettiere,621,Germany,Male,51,4,109978.83,1,0,0,177740.58,1,52.89335298,12.7833729
7100,15756538,Osonduagwuike,654,France,Female,37,5,0,1,0,1,71492.28,0,47.79756929,4.261737245
7101,15668830,Wan,650,Spain,Male,24,8,108881.73,1,1,0,104492.83,0,41.70628386,-0.987355205
7102,15796569,Donaldson,831,Spain,Female,44,10,0,1,0,1,47729.33,0,41.19441876,0.01455488
7103,15677112,Chukwufumnanya,519,France,Male,39,2,112957.26,2,1,0,97593.16,0,48.36610227,1.594904949
7104,15815040,Ma,552,Germany,Female,42,8,103362.14,1,0,1,186869.58,1,52.56373664,12.3510146
7105,15590434,Alexander,577,Spain,Male,41,4,89015.61,1,0,1,135227.23,0,44.27956365,-1.207631724
7106,15597536,Nkemjika,576,Spain,Male,45,5,133618.01,1,0,0,135244.87,0,42.02498578,-2.018634815
7107,15723989,Carroll,646,France,Male,40,5,93680.43,2,1,1,179473.26,0,48.07020785,3.394115465
7108,15767358,Obioma,711,Germany,Female,45,1,97486.15,2,1,0,50610.62,0,52.60662242,9.938137821
7109,15594812,Campbell,806,Spain,Female,37,2,137794.18,2,0,1,75232.02,0,42.38839053,-1.824286863
7110,15688210,Sims,670,France,Female,39,8,101928.51,1,0,0,89205.54,0,48.42458742,4.530501476
7111,15681509,McKay,679,Spain,Female,28,9,0,2,0,1,61761.77,0,42.76492313,-0.837064584
7112,15572390,Huang,850,Spain,Female,39,6,0,2,1,0,103921.43,0,41.39269439,-2.546075891
7113,15801441,Campbell,670,Germany,Female,35,2,79585.96,1,0,1,198802.9,0,51.96048892,12.64098321
7114,15783859,Boni,733,France,Female,24,3,161884.99,1,1,1,9617.24,0,47.77603858,5.074600728
7115,15575243,Gorbunova,764,France,Female,39,1,129068.54,2,1,1,187905.12,0,46.83838445,2.479610818
7116,15773421,Genovese,673,France,Female,42,4,0,2,1,0,121440.8,0,47.98167782,5.028807935
7117,15788776,Landor,588,Germany,Male,49,6,132623.76,3,1,0,36292.94,1,54.53865757,11.21464532
7118,15765257,Meng,564,Spain,Male,31,5,121461.87,1,1,1,20432.09,1,42.67156414,-0.191718572
7119,15661412,Wardell,715,France,Male,32,8,175307.32,1,1,0,187051.23,0,47.77429533,3.796804538
7120,15636478,Williams,621,France,Male,31,7,136658.61,1,1,1,148689.13,0,47.6611856,6.203174171
7121,15603683,Ofodile,796,Spain,Female,23,3,146584.19,2,0,0,125445.8,0,42.29602857,-0.823062973
7122,15651868,Clark,672,France,Male,34,6,0,1,0,0,22736.06,0,47.33656571,3.263882958
7123,15815443,Lo,527,Spain,Female,46,10,131414.76,1,1,0,54947.51,0,42.51979295,-0.640145072
7124,15682686,Chukwuemeka,722,France,Female,38,3,0,2,0,1,167984.72,0,48.99627151,3.955475019
7125,15697460,Lai,596,Germany,Male,34,4,99441.21,2,0,1,4802.27,0,52.57640487,11.73209135
7126,15748432,Arcuri,746,France,Female,32,4,0,2,1,1,72909.75,0,49.66582953,2.620241021
7127,15698271,Graham,523,France,Female,26,4,0,2,1,0,185488.81,0,49.18836383,5.170004189
7128,15808662,Krylov,624,France,Male,44,3,0,2,1,0,88407.51,0,49.75662039,3.735443835
7129,15690372,Henry,553,Spain,Male,38,1,181110.13,2,1,0,184544.59,0,43.73321809,-3.065368851
7130,15781875,Jamieson,850,Spain,Male,33,3,100476.46,2,1,1,136539.13,0,42.96914717,-1.935840602
7131,15801473,Moore,599,Germany,Male,33,2,51949.95,2,1,0,85045.92,0,52.89939131,12.12140907
7132,15704509,Tan,492,France,Male,35,8,121063.49,1,0,0,85421.48,0,49.90812392,4.552060027
7133,15694666,Thornton,707,Spain,Male,48,8,88441.64,1,1,1,119903.2,1,41.84271227,-2.428215959
7134,15731166,Macleod,743,France,Female,30,1,127023.39,1,1,1,138780.89,0,48.64100939,5.37650771
7135,15728523,Rizzo,522,France,Male,41,5,144147.68,1,1,1,14789.9,0,48.96358458,4.124784622
7136,15788442,Chukwukadibia,681,Spain,Female,57,2,173306.13,1,0,1,131964.66,0,44.14307173,-1.521127151
7137,15689781,Ts'ai,826,France,Female,49,0,0,1,0,0,178709.98,1,47.26470698,1.245548388
7138,15764226,Lu,630,Germany,Female,28,8,106425.75,1,1,1,20344.84,0,52.33636643,14.02289228
7139,15809837,Kent,430,Germany,Female,66,6,135392.31,2,1,1,172852.06,1,53.51732754,12.68179835
7140,15805212,Black,806,France,Female,67,1,0,2,0,1,103945.58,0,48.59408908,6.078361554
7141,15716082,Chukwubuikem,703,Spain,Male,39,6,152685.4,1,0,0,183656.12,0,43.46135464,-1.260441616
7142,15643056,McMillan,755,Germany,Female,38,1,82083.52,1,0,1,10333.78,0,52.20813766,13.22294607
7143,15654859,Ngozichukwuka,612,Spain,Female,63,2,131629.17,2,1,0,122109.58,1,43.29951025,-3.354466699
7144,15761158,Y?an,719,France,Female,54,7,0,2,1,1,125041.52,0,47.5206087,3.372540113
7145,15577515,Sung,554,Germany,Female,55,0,108477.27,1,0,1,140003,1,51.75075555,12.3161674
7146,15723827,Macartney,683,France,Male,30,4,114779.35,1,0,0,183171.47,0,48.75987783,3.258249535
